Date, Open, High, Low, Close, Volume,ticker
12/24/20,153.54,153.61,151.99,152.63,1083896,ALXN
12/23/20,154.15,154.23,153.16,153.24,4204247,ALXN
12/22/20,154.0,154.17,152.74,153.81,2930889,ALXN
12/21/20,154.96,155.64,153.81,154.83,3807202,ALXN
12/18/20,157.96,158.21,155.83,156.75,5954596,ALXN
12/17/20,158.0,159.18,157.16,157.93,5504599,ALXN
12/16/20,159.68,160.03,157.8,158.03,7443273,ALXN
12/15/20,157.44,158.0,156.68,157.91,7361359,ALXN
12/14/20,157.35,160.03,155.98,156.31,22390520,ALXN
12/11/20,118.74,121.39,118.11,120.98,1374995,ALXN
12/10/20,117.51,120.05,117.22,118.87,979553,ALXN
12/09/20,120.1,120.5,116.61,117.74,1154442,ALXN
12/08/20,119.07,120.2,118.7,119.22,1037701,ALXN
12/07/20,119.75,120.89,118.05,118.83,1378261,ALXN
12/04/20,121.05,121.455,119.4,120.51,1012315,ALXN
12/03/20,122.26,122.73,120.11,121.06,1048970,ALXN
12/02/20,121.76,123.5,121.18,122.75,818068,ALXN
12/01/20,123.59,123.69,121.12,122.15,1303391,ALXN
11/30/20,124.0,124.0,120.8,122.11,1964112,ALXN
11/27/20,122.57,124.0,122.06,123.83,440843,ALXN
11/25/20,123.79,124.5,122.33,122.93,792817,ALXN
11/24/20,122.66,124.39,121.23,123.11,1076751,ALXN
11/23/20,122.12299999999999,123.8,121.05,122.61,1103896,ALXN
11/20/20,121.63,122.355,120.42,121.38,1321833,ALXN
11/19/20,122.43,122.985,121.0972,122.05,1249815,ALXN
11/18/20,127.39,127.66,123.41,123.47,999722,ALXN
11/17/20,127.82,128.38,126.01,127.69,1092659,ALXN
11/16/20,127.51,128.19,126.24,127.81,977553,ALXN
11/13/20,125.96,128.54,125.51,127.76,942958,ALXN
11/12/20,127.72,128.49,124.96,125.6,699607,ALXN
11/11/20,127.2,128.44,124.81,127.62,1362189,ALXN
11/10/20,124.0,127.72,123.21,127.09,1094972,ALXN
11/09/20,127.05,128.46,124.77,124.88,1500654,ALXN
11/06/20,125.75,126.3,124.475,125.26,1330716,ALXN
11/05/20,124.0,125.58,121.76700000000001,125.44,1513319,ALXN
11/04/20,119.7,124.29,119.565,123.35,2071049,ALXN
11/03/20,115.51,118.09,115.39,117.02,1353146,ALXN
11/02/20,116.11,116.975,112.27,114.83,1543539,ALXN
10/30/20,116.43,117.23,113.235,115.14,1820263,ALXN
10/29/20,118.21,119.98,115.2,118.21,2138765,ALXN
10/28/20,118.09,118.78,114.83,114.85,1805453,ALXN
10/27/20,120.44,121.81,119.8,120.0,944950,ALXN
10/26/20,119.75,120.8,118.9254,120.76,1176162,ALXN
10/23/20,120.48,121.97,119.285,121.61,996826,ALXN
10/22/20,118.37,121.43,118.305,119.67,1333115,ALXN
10/21/20,123.72,123.72,118.18,118.19,2055180,ALXN
10/20/20,122.05,125.0,122.05,124.0,1645984,ALXN
10/19/20,124.31,124.815,121.24,121.76,1623032,ALXN
10/16/20,120.975,126.72,120.63,124.13,4251190,ALXN
10/15/20,120.79,122.3,119.59,122.03,1474412,ALXN
10/14/20,124.11,124.42,122.21,122.52,1883948,ALXN
10/13/20,124.24,124.98,122.88,123.75,1461461,ALXN
10/12/20,124.83,125.185,122.25,124.38,2380578,ALXN
10/09/20,122.9,128.57,120.78,124.52,4586298,ALXN
10/08/20,125.64,126.73,121.64,123.14,2778615,ALXN
10/07/20,117.5,126.65,117.37,125.33,6425083,ALXN
10/06/20,119.17,119.9,114.69,116.08,4189133,ALXN
10/05/20,113.43,116.165,113.07,115.25,2843032,ALXN
10/02/20,113.83,115.25,110.4,111.55,2021862,ALXN
10/01/20,114.62,116.53,114.11,115.63,1498272,ALXN
09/30/20,113.13,115.0,112.85,114.43,1697399,ALXN
09/29/20,113.57,114.12,112.03,112.46,1021480,ALXN
09/28/20,115.7,115.76,112.73,113.3,1311061,ALXN
09/25/20,111.19,114.9399,109.93,114.43,1847185,ALXN
09/24/20,112.02,113.6,110.41,112.02,1250655,ALXN
09/23/20,114.65,114.995,111.52,112.43,2024538,ALXN
09/22/20,111.44,114.8,110.72,114.51,2334467,ALXN
09/21/20,111.41,112.43,109.51,111.74,2766889,ALXN
09/18/20,114.39,114.77,109.8,113.72,3644391,ALXN
09/17/20,114.97,115.25,112.72,114.13,2750356,ALXN
09/16/20,115.255,117.965,114.12,116.57,3267982,ALXN
09/15/20,110.22,120.81,109.53,115.58,4923993,ALXN
09/14/20,106.95,110.62,106.405,108.72,2777028,ALXN
09/11/20,106.54,107.62,104.25,105.36,1471839,ALXN
09/10/20,108.66,109.7599,105.79,106.01,1787076,ALXN
09/09/20,108.5,110.11,102.82,108.28,2512230,ALXN
